hospital_id,description,code1,code1_type,code2,code2_type,code3,code3_type,billing_class,setting,drug_unit_of_measurement,drug_type_of_measurement,modifiers,standard_charge_gross,standard_charge_discounted_cash,payer_name,plan_name,standard_charge_negotiated_dollar,standard_charge_negotiated_percentage,standard_charge_negotiated_algorithm,estimated_amount,standard_charge_methodology,standard_charge_min,standard_charge_max,additional_generic_notes
H002,MRI and MRA without Contrast Composite,8007,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",4071.82,other,549.21,8768.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA without Contrast Composite,8007,APC,,,,,facility,outpatient,,,,,,Cigna,HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2908,other,549.21,8768.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA without Contrast Composite,8007,APC,,,,,facility,outpatient,,,,,,Cigna,PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",7238.53,other,549.21,8768.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA without Contrast Composite,8007,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,EHP PPO,,66,,5071.84,percent of total billed charges,549.21,8768.11,
H002,MRI and MRA without Contrast Composite,8007,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,USFHP Government,,70,,8768.11,percent of total billed charges,549.21,8768.11,
H002,MRI and MRA without Contrast Composite,8007,APC,,,,,facility,outpatient,,,,,,Medstar - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",549.21,other,549.21,8768.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA without Contrast Composite,8007,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Non-Options All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1084.09,other,549.21,8768.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA without Contrast Composite,8007,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,VA CCN Government,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2968.85,other,549.21,8768.11,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Aetna,HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5898,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Aetna,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1485.28,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Aetna,PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6315.04,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Amerigroup - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2540.45,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,AmeriHealth Caritas - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1974.55,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",3012,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",4821.1,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Cigna,HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2703.80,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Cigna,PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6473.18,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,First Health/Coventry,First Health PPO,,90,,9537.8,percent of total billed charges,1074.92,20031.3,
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Geisinger,PPO,,80,,8401.94,percent of total billed charges,1074.92,20031.3,
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,EHP PPO,,66,,9757.3,percent of total billed charges,1074.92,20031.3,
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1500.62,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,USFHP Government,,70,,9082.25,percent of total billed charges,1074.92,20031.3,
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Kaiser,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",3217,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Kaiser,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2123.21,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Medstar - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1853.30,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,PHCS/Multiplan,Supplementary Network All Commercial Plans,,82.1,,2499.06,percent of total billed charges,1074.92,20031.3,
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,Sentara Health Plans,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",20031.3,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,MDIPA and Optimum Choice (MAMSI) Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2187.86,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1074.92,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Non-Options All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1873.88,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Options PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2735.62,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,MRI and MRA with Contrast Composite,8008,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,VA CCN Government,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1929.06,other,1074.92,20031.3,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,Aetna,HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",7219.94,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,Aetna,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2880.61,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,Aetna,PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",10065.04,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,Amerigroup - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2809.2,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,AmeriHealth Caritas - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2422.84,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2627.5,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",3008.5,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,Cigna,HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2224.5,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,Cigna,PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",9895.57,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,EHP PPO,,66,,23298.86,percent of total billed charges,763,23298.86,
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,USFHP Government,,70,,9887.13,percent of total billed charges,763,23298.86,
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,Kaiser,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",4083,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,Kaiser,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2850.30,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,Medstar - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2692.20,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,PHCS/Multiplan,Supplementary Network All Commercial Plans,,82.1,,763,percent of total billed charges,763,23298.86,
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,MDIPA and Optimum Choice (MAMSI) Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",4732.3,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,United Healthcare - MD,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5345.36,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2887.52,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Non-Options All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5014.68,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Comprehensive Observation Services,8011,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Options PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5153.13,other,763,23298.86,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,"Covid-19 Vaccine Admin Dose 2 of 2, Single Dose Product or Additional Dose",9398,APC,,,,,facility,outpatient,,,,,,Aetna,HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",640.63,other,331,903.08,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,"Covid-19 Vaccine Admin Dose 2 of 2, Single Dose Product or Additional Dose",9398,APC,,,,,facility,outpatient,,,,,,Aetna,PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",855.04,other,331,903.08,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,"Covid-19 Vaccine Admin Dose 2 of 2, Single Dose Product or Additional Dose",9398,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",703.16,other,331,903.08,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,"Covid-19 Vaccine Admin Dose 2 of 2, Single Dose Product or Additional Dose",9398,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,USFHP Government,,70,,903.08,percent of total billed charges,331,903.08,
H002,"Covid-19 Vaccine Admin Dose 2 of 2, Single Dose Product or Additional Dose",9398,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Non-Options All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",331,other,331,903.08,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,RBC leukocytes reduced,9512,APC,,,,,facility,outpatient,,,,,,Aetna,HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",3330.80,other,1581.66,4658.42,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,RBC leukocytes reduced,9512,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1581.66,other,1581.66,4658.42,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,RBC leukocytes reduced,9512,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Non-Options All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",4658.42,other,1581.66,4658.42,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,RBC leukoreduced irradiated,9522,APC,,,,,facility,outpatient,,,,,,AmeriHealth Caritas - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",3475.55,other,1294.25,10725.70,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,RBC leukoreduced irradiated,9522,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1294.25,other,1294.25,10725.70,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,RBC leukoreduced irradiated,9522,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1303.31,other,1294.25,10725.70,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,RBC leukoreduced irradiated,9522,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Non-Options All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",10725.70,other,1294.25,10725.70,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Plate pheres leukoredu irrad,9530,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2678.08,other,2678.08,2678.08,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Platelets pheresis path redu,9536,APC,,,,,facility,outpatient,,,,,,Aetna,HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2778.12,other,993.82,3709.88,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Platelets pheresis path redu,9536,APC,,,,,facility,outpatient,,,,,,Aetna,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1627.96,other,993.82,3709.88,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Platelets pheresis path redu,9536,APC,,,,,facility,outpatient,,,,,,Aetna,PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2823.1,other,993.82,3709.88,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Platelets pheresis path redu,9536,APC,,,,,facility,outpatient,,,,,,Amerigroup - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",993.82,other,993.82,3709.88,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Platelets pheresis path redu,9536,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1875.18,other,993.82,3709.88,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Platelets pheresis path redu,9536,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2072.18,other,993.82,3709.88,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Platelets pheresis path redu,9536,APC,,,,,facility,outpatient,,,,,,Cigna,HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",3709.88,other,993.82,3709.88,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Platelets pheresis path redu,9536,APC,,,,,facility,outpatient,,,,,,Cigna,PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1805.77,other,993.82,3709.88,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Platelets pheresis path redu,9536,APC,,,,,facility,outpatient,,,,,,LifeTrac,Bundled Rate All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1667.13,other,993.82,3709.88,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Platelets pheresis path redu,9536,APC,,,,,facility,outpatient,,,,,,Optum,Bundled Rate All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2950.62,other,993.82,3709.88,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Platelets pheresis path redu,9536,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1477.35,other,993.82,3709.88,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
