hospital_id,description,code1,code1_type,code2,code2_type,code3,code3_type,billing_class,setting,drug_unit_of_measurement,drug_type_of_measurement,modifiers,standard_charge_gross,standard_charge_discounted_cash,payer_name,plan_name,standard_charge_negotiated_dollar,standard_charge_negotiated_percentage,standard_charge_negotiated_algorithm,estimated_amount,standard_charge_methodology,standard_charge_min,standard_charge_max,additional_generic_notes
H004,Level 2 Endovascular Procedures,5192,APC,,,,,facility,outpatient,,,,,,Cigna,Cigna Regional Network/Oap/Pos/Localplus,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",8054.82,other,3319.57,21979.84,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Endovascular Procedures,5192,APC,,,,,facility,outpatient,,,,,,Cigna,Cigna Shared Administration,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",13690.15,other,3319.57,21979.84,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Endovascular Procedures,5192,APC,,,,,facility,outpatient,,,,,,Humana Medicare Advantage,Humana Choice Ppo Med Adv,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6306.77,other,3319.57,21979.84,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Endovascular Procedures,5192,APC,,,,,facility,outpatient,,,,,,Kaiser,Kaiser Medicare Advantage Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5588.6,other,3319.57,21979.84,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Endovascular Procedures,5192,APC,,,,,facility,outpatient,,,,,,Kaiser,Kaiser Signature,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",8987.11,other,3319.57,21979.84,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Endovascular Procedures,5192,APC,,,,,facility,outpatient,,,,,,Maryland Physicians Care,Maryland Physicians Care Mco,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",18861.77,other,3319.57,21979.84,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Endovascular Procedures,5192,APC,,,,,facility,outpatient,,,,,,Priority Partners,Priority Partners Mco New 9/2022,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",9658.18,other,3319.57,21979.84,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Endovascular Procedures,5192,APC,,,,,facility,outpatient,,,,,,United Healthcare,United Healthcare Choice/Choice Plus/At,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",8502.62,other,3319.57,21979.84,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Endovascular Procedures,5192,APC,,,,,facility,outpatient,,,,,,United Healthcare,United Medical Resource (Umr),,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",10257.41,other,3319.57,21979.84,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Endovascular Procedures,5192,APC,,,,,facility,outpatient,,,,,,United Healthcare Med Adv,Aarp Medicare Complete Ppo,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",10535.53,other,3319.57,21979.84,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Endovascular Procedures,5192,APC,,,,,facility,outpatient,,,,,,United Healthcare Med Adv,United Healthcare Grp Ind Med Adv Ppo,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",15175.29,other,3319.57,21979.84,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Aetna,Aetna Health Network Only,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",4977.98,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Aetna,Aetna Select Open Access,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",12489.82,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Aetna,Aetna Choice Pos I And Ii,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",9295.84,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Aetna,Luminare Health Benefit-Aetna Signature Adm,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",10281.77,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",9283.04,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Blue Cr/Sh Fep,Blue Cr/Sh Fep Standard Ppo,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",11067.27,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Blue Cr/Sh Med Adv,Blue Cr/Sh Med Adv Oos,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",7049.04,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Blue Cr/Sh Nasco,Blue Cr/Sh National Acct,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",7715.2,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Ppo Other,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",14490.20,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Carefirst Blue Choice,Blue Cr/Sh Natl Accts Bluechoice,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",9278.34,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Carefirst Blue Choice,Carefirst Blue Choice Hmo,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",9366.06,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Carefirst Blue Choice,Carefirst Blue Choice Advantage,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6022.27,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Carefirst Blue Choice,Carefirst Blue Choice Open Access,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",10425.67,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Carefirst Medicare Advantage,Carefirst Medicare Advantage Core,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",13012.37,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Carefirst Preferred,Carefirst Blue Cr/Sh,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6799.52,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Cigna,Cigna Regional Network/Oap/Pos/Localplus,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",13332.76,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Cigna,Cigna Shared Administration,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5202.97,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Ehp,Ehp Employee Health Plan New 12/2022,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5108.57,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Humana Medicare Advantage,Humana Choice Ppo Med Adv,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",10698.04,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Advantage Md,Johns Hopkins Advantage Md Premier Ppo,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",12287.38,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Advantage Md,Johns Hopkins Advantage Md Hmo Med Adv,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",14339.61,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Kaiser,Kaiser Flex Choice Opt 2/Opt 3,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6535.47,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Kaiser,Kaiser Medicare Advantage Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6659.15,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Kaiser,Kaiser Signature,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6934.78,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Kaiser,Kaiser Select,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",17162.46,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Kaiser Permanente Maryland Mco,Kaiser Permanente Mco Md,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",9122.12,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Maryland Physicians Care,Maryland Physicians Care Mco,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",18830.13,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,Priority Partners,Priority Partners Mco New 9/2022,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",11386.98,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,United Healthcare,United Healthcare Choice/Choice Plus/At,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",11965.27,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,United Healthcare,United Healthcare Choice/Choice Plus/Sl,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",4194.3,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,United Healthcare,Geha-United Shared Services,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6588.20,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,United Healthcare,United Healthcare Shared Services,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",10936.17,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,United Healthcare,United Medical Resource (Umr),,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",12456.87,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,United Healthcare,United Mdipa/Optimum Choice Hmo,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",4322.57,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,United Healthcare Med Adv,Aarp Medicare Complete Ppo,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",9317.74,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 3 Endovascular Procedures,5193,APC,,,,,facility,outpatient,,,,,,United Healthcare Med Adv,United Healthcare Grp Ind Med Adv Ppo,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",8293.73,other,4194.3,18830.13,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,Aetna,Aetna Open Choice Ppo/Other,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",22455.99,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,Aetna,Aetna Health Network Only,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",8425.08,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,Aetna,Aetna Choice Pos I And Ii,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",25551.62,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",8810.01,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,Blue Cr/Sh Fep,Blue Cr/Sh Fep Standard Ppo,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",19986.17,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Ppo Other,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",34356.4,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,Carefirst Blue Choice,Carefirst Blue Choice Advantage,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",11316.46,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,Carefirst Preferred,Carefirst Blue Cr/Sh,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",29490.71,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,Cigna,Cigna Regional Network/Oap/Pos/Localplus,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",23745.46,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,Cigna,Cigna Shared Administration,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",12174.76,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,Kaiser,Kaiser Medicare Advantage Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",18227.11,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,Maryland Physicians Care,Maryland Physicians Care Mco,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",20388.56,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,Priority Partners,Priority Partners Mco New 9/2022,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",23701.94,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 4 Endovascular Procedures,5194,APC,,,,,facility,outpatient,,,,,,United Healthcare,United Healthcare Choice/Choice Plus/At,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",9018,other,8425.08,34356.4,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 1 Electrophysiologic Procedures,5211,APC,,,,,facility,outpatient,,,,,,Kaiser,Kaiser Signature,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1798.55,other,1798.55,1798.55,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Electrophysiologic Procedures,5212,APC,,,,,facility,outpatient,,,,,,Aetna,Aetna Elect Choice Open Access,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",11424.75,other,7348.35,12890.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Electrophysiologic Procedures,5212,APC,,,,,facility,outpatient,,,,,,Blue Cr/Sh Fep,Blue Cr/Sh Fep Standard Ppo,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",7348.35,other,7348.35,12890.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Electrophysiologic Procedures,5212,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Advantage Md,Johns Hopkins Advantage Md Ppo Med Adv,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",8952.89,other,7348.35,12890.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Electrophysiologic Procedures,5212,APC,,,,,facility,outpatient,,,,,,United Healthcare,United Healthcare Choice/Choice Plus/At,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",8086.98,other,7348.35,12890.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H004,Level 2 Electrophysiologic Procedures,5212,APC,,,,,facility,outpatient,,,,,,United Healthcare Med Adv,Aarp Medicare Complete Ppo,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",12890.22,other,7348.35,12890.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
